channel_250x250 [! GSX1 CG=250*250*1
3
aff_cat
ang_cat
sand_prop
2 2 0.6 
2 2 0.55 
2 2 0.45 
2 2 0.45 
2 2 0.5 
2 2 0.5 
2 2 0.45 
2 2 0.55 
2 2 0.4 
2 2 0.35 
2 2 0.1 
2 2 0.15 
2 2 0.2 
2 2 0.2 
2 2 0.2 
2 2 0.15 
2 2 0.15 
2 2 0.15 
2 2 0.05 
2 2 0.25 
2 2 0.45 
2 2 0.55 
2 2 0.6 
2 2 0.6 
2 0 0.55 
2 0 0.35 
2 0 0.2 
2 0 0.4 
2 0 0.5 
2 0 0.6 
2 0 0.6 
2 0 0.55 
2 0 0.45 
2 0 0.2 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
1 2 0 
1 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0.05 
2 2 0.15 
2 2 0.4 
2 2 0.55 
2 2 0.65 
2 2 0.7 
2 2 0.6 
2 2 0.4 
2 2 0.15 
2 2 0.1 
2 2 0.05 
2 2 0.15 
2 2 0.3 
2 2 0.35 
2 2 0.45 
2 2 0.4 
2 2 0.6 
2 2 0.65 
2 2 0.65 
2 2 0.65 
2 2 0.6 
2 2 0.5 
2 2 0.35 
2 2 0.2 
2 2 0.2 
2 2 0.15 
2 2 0.25 
2 2 0.3 
2 2 0.3 
2 2 0.35 
2 2 0.25 
2 2 0.15 
2 2 0.1 
2 2 0.1 
2 2 0.4 
2 2 0.35 
2 2 0.45 
2 2 0.5 
2 2 0.5 
2 2 0.7 
2 2 0.6 
2 2 0.55 
2 2 0.45 
2 2 0.6 
2 2 0.55 
2 2 0.4 
2 2 0.4 
2 2 0.25 
2 2 0.15 
2 2 0.05 
2 2 0.15 
2 2 0.15 
2 2 0.15 
2 2 0.1 
2 2 0.05 
2 2 0.05 
2 2 0.15 
2 2 0.2 
2 2 0.4 
2 2 0.4 
2 2 0.45 
2 2 0.5 
2 2 0.45 
2 2 0.45 
2 2 0.55 
2 2 0.55 
2 2 0.6 
2 2 0.5 
2 2 0.5 
2 2 0.35 
2 2 0.25 
2 2 0.15 
2 2 0.15 
2 2 0.3 
2 2 0.3 
2 2 0.3 
2 2 0.45 
2 2 0.3 
2 2 0.25 
2 2 0.3 
2 2 0.25 
2 2 0.3 
2 2 0.4 
2 2 0.45 
2 2 0.4 
2 2 0.4 
2 2 0.55 
2 2 0.55 
2 2 0.55 
2 2 0.45 
2 2 0.45 
2 2 0.6 
2 2 0.55 
2 2 0.45 
2 2 0.5 
2 2 0.5 
2 2 0.55 
2 2 0.45 
2 2 0.55 
2 2 0.5 
2 2 0.55 
2 2 0.6 
2 2 0.55 
2 2 0.45 
2 2 0.45 
2 2 0.5 
2 2 0.5 
2 2 0.5 
2 2 0.55 
2 2 0.4 
2 2 0.25 
2 2 0.15 
2 2 0.2 
2 2 0.2 
2 2 0.2 
2 2 0.2 
2 2 0.2 
2 2 0.15 
2 2 0.2 
2 2 0.1 
2 2 0.25 
2 2 0.3 
2 2 0.45 
2 2 0.6 
2 2 0.6 
2 0 0.65 
2 0 0.5 
2 0 0.35 
2 0 0.3 
2 0 0.55 
2 0 0.55 
2 0 0.6 
2 0 0.6 
2 0 0.4 
2 0 0.3 
2 0 0.1 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
1 2 0 
1 2 0 
1 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0.15 
2 2 0.3 
2 2 0.35 
2 2 0.55 
2 2 0.6 
2 2 0.6 
2 2 0.55 
2 2 0.4 
2 2 0.1 
2 2 0.1 
2 2 0.05 
2 2 0.2 
2 2 0.3 
2 2 0.4 
2 2 0.45 
2 2 0.45 
2 2 0.6 
2 2 0.7 
2 2 0.6 
2 2 0.6 
2 2 0.6 
2 2 0.45 
2 2 0.25 
2 2 0.2 
2 2 0.15 
2 2 0.3 
2 2 0.25 
2 2 0.3 
2 2 0.3 
2 2 0.35 
2 2 0.2 
2 2 0.1 
2 2 0.1 
2 2 0.2 
2 2 0.4 
2 2 0.35 
2 2 0.45 
2 2 0.55 
2 2 0.5 
2 2 0.65 
2 2 0.6 
2 2 0.5 
2 2 0.45 
2 2 0.6 
2 2 0.45 
2 2 0.35 
2 2 0.3 
2 2 0.25 
2 2 0.15 
2 2 0.05 
2 2 0.15 
2 2 0.15 
2 2 0.1 
2 2 0.1 
2 2 0.05 
2 2 0.05 
2 2 0.15 
2 2 0.25 
2 2 0.4 
2 2 0.45 
2 2 0.55 
2 2 0.4 
2 2 0.35 
2 2 0.45 
2 2 0.55 
2 2 0.55 
2 2 0.55 
2 2 0.5 
2 2 0.5 
2 2 0.3 
2 2 0.1 
2 2 0.2 
2 2 0.2 
2 2 0.3 
2 2 0.3 
2 2 0.4 
2 2 0.45 
2 2 0.25 
2 2 0.25 
2 2 0.25 
2 2 0.25 
2 2 0.35 
2 2 0.4 
2 2 0.4 
2 2 0.4 
2 2 0.5 
2 2 0.55 
2 2 0.5 
2 2 0.5 
2 2 0.5 
2 2 0.5 
2 2 0.55 
2 2 0.55 
2 2 0.4 
2 2 0.45 
2 2 0.5 
2 2 0.55 
2 2 0.45 
2 2 0.35 
2 2 0.45 
2 2 0.5 
2 2 0.45 
2 2 0.45 
2 2 0.5 
2 2 0.45 
2 2 0.55 
2 2 0.55 
2 2 0.55 
2 2 0.4 
2 2 0.2 
2 2 0.15 
2 2 0.2 
2 2 0.2 
2 2 0.25 
2 2 0.25 
2 2 0.2 
2 2 0.2 
2 2 0.15 
2 2 0.1 
2 2 0.2 
2 2 0.3 
2 2 0.45 
2 2 0.55 
2 2 0.6 
2 0 0.6 
2 0 0.55 
2 0 0.4 
2 0 0.45 
2 0 0.5 
2 0 0.55 
2 0 0.6 
2 0 0.5 
2 0 0.4 
2 0 0.4 
2 0 0.3 
2 0 0.05 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
1 2 0 
1 2 0 
1 2 0 
1 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0.15 
2 2 0.25 
2 2 0.45 
2 2 0.55 
2 2 0.5 
2 2 0.55 
2 2 0.5 
2 2 0.35 
2 2 0.2 
2 2 0.05 
2 2 0.05 
2 2 0.15 
2 2 0.25 
2 2 0.5 
2 2 0.45 
2 2 0.55 
2 2 0.65 
2 2 0.65 
2 2 0.6 
2 2 0.6 
2 2 0.5 
2 2 0.35 
2 2 0.25 
2 2 0.15 
2 2 0.2 
2 2 0.3 
2 2 0.3 
2 2 0.3 
2 2 0.35 
2 2 0.25 
2 2 0.15 
2 2 0.1 
2 2 0.1 
2 2 0.25 
2 2 0.35 
2 2 0.35 
2 2 0.45 
2 2 0.6 
2 2 0.65 
2 2 0.65 
2 2 0.6 
2 2 0.5 
2 2 0.5 
2 2 0.5 
2 2 0.35 
2 2 0.35 
2 2 0.25 
2 2 0.2 
2 2 0.1 
2 2 0.15 
2 2 0.15 
2 2 0.1 
2 2 0.1 
2 2 0.1 
2 2 0.1 
2 2 0.1 
2 2 0.2 
2 2 0.25 
2 2 0.45 
2 2 0.45 
2 2 0.55 
2 2 0.4 
2 2 0.4 
2 2 0.55 
2 2 0.55 
2 2 0.5 
2 2 0.55 
2 2 0.55 
2 2 0.5 
2 2 0.25 
2 2 0.15 
2 2 0.25 
2 2 0.25 
2 2 0.3 
2 2 0.4 
2 2 0.45 
2 2 0.3 
2 2 0.25 
2 2 0.25 
2 2 0.25 
2 2 0.4 
2 2 0.4 
2 2 0.4 
2 2 0.35 
2 2 0.45 
2 2 0.45 
2 2 0.55 
2 2 0.55 
2 2 0.55 
2 2 0.45 
2 2 0.4 
2 2 0.45 
2 2 0.45 
2 2 0.45 
2 2 0.5 
2 2 0.5 
2 2 0.4 
2 2 0.35 
2 2 0.4 
2 2 0.35 
2 2 0.45 
2 2 0.5 
2 2 0.5 
2 2 0.55 
2 2 0.5 
2 2 0.6 
2 2 0.55 
2 2 0.45 
2 2 0.25 
2 2 0.15 
2 2 0.25 
2 2 0.25 
2 2 0.25 
2 2 0.2 
2 2 0.2 
2 2 0.2 
2 2 0.25 
2 2 0.15 
2 2 0.25 
2 2 0.3 
2 2 0.4 
2 2 0.5 
2 2 0.6 
2 0 0.6 
2 0 0.5 
2 0 0.5 
2 0 0.5 
2 0 0.45 
2 0 0.55 
2 0 0.55 
2 0 0.5 
2 0 0.45 
2 0 0.4 
2 0 0.35 
2 0 0.15 
2 0 0.05 
2 0 0.1 
2 0 0.2 
2 0 0.1 
2 0 0.2 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
1 2 0 
1 2 0 
1 2 0 
1 2 0 
1 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0.15 
2 2 0.25 
2 2 0.4 
2 2 0.4 
2 2 0.5 
2 2 0.5 
2 2 0.5 
2 2 0.25 
2 2 0.15 
2 2 0.05 
2 2 0.05 
2 2 0.2 
2 2 0.25 
2 2 0.5 
2 2 0.5 
2 2 0.6 
2 2 0.65 
2 2 0.65 
2 2 0.6 
2 2 0.5 
2 2 0.45 
2 2 0.25 
2 2 0.2 
2 2 0.2 
2 2 0.25 
2 2 0.3 
2 2 0.3 
2 2 0.3 
2 2 0.25 
2 2 0.2 
2 2 0.15 
2 2 0.1 
2 2 0.15 
2 2 0.25 
2 2 0.35 
2 2 0.4 
2 2 0.45 
2 2 0.6 
2 2 0.65 
2 2 0.65 
2 2 0.6 
2 2 0.5 
2 2 0.45 
2 2 0.45 
2 2 0.35 
2 2 0.3 
2 2 0.2 
2 2 0.15 
2 2 0.1 
2 2 0.15 
2 2 0.1 
2 2 0.1 
2 2 0.1 
2 2 0.1 
2 2 0.1 
2 2 0.15 
2 2 0.2 
2 2 0.35 
2 2 0.45 
2 2 0.5 
2 2 0.5 
2 2 0.4 
2 2 0.4 
2 2 0.6 
2 2 0.55 
2 2 0.6 
2 2 0.55 
2 2 0.55 
2 2 0.45 
2 2 0.3 
2 2 0.25 
2 2 0.25 
2 2 0.25 
2 2 0.35 
2 2 0.4 
2 2 0.35 
2 2 0.3 
2 2 0.3 
2 2 0.25 
2 2 0.3 
2 2 0.35 
2 2 0.4 
2 2 0.45 
2 2 0.45 
2 2 0.5 
2 2 0.55 
2 2 0.55 
2 2 0.55 
2 2 0.45 
2 2 0.45 
2 2 0.55 
2 2 0.45 
2 2 0.45 
2 2 0.5 
2 2 0.45 
2 2 0.45 
2 2 0.35 
2 2 0.3 
2 2 0.35 
2 2 0.4 
2 2 0.5 
2 2 0.55 
2 2 0.55 
2 2 0.55 
2 2 0.5 
2 2 0.55 
2 2 0.45 
2 2 0.4 
2 2 0.25 
2 2 0.25 
2 2 0.25 
2 2 0.25 
2 2 0.2 
2 2 0.2 
2 2 0.25 
2 2 0.2 
2 2 0.15 
2 2 0.25 
2 2 0.3 
2 2 0.3 
2 2 0.35 
2 2 0.55 
2 0 0.6 
2 0 0.5 
2 0 0.5 
2 0 0.55 
2 0 0.5 
2 0 0.55 
2 0 0.55 
2 0 0.55 
2 0 0.45 
2 0 0.4 
2 0 0.35 
2 0 0.2 
2 0 0.2 
2 0 0.25 
2 0 0.25 
2 0 0.25 
2 0 0.3 
2 0 0.25 
2 0 0.3 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
1 2 0 
1 2 0 
1 2 0 
1 2 0 
1 2 0 
1 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0.1 
2 2 0.35 
2 2 0.4 
2 2 0.5 
2 2 0.5 
2 2 0.5 
2 2 0.2 
2 2 0.15 
2 2 0.05 
2 2 0.15 
2 2 0.25 
2 2 0.4 
2 2 0.5 
2 2 0.55 
2 2 0.7 
2 2 0.55 
2 2 0.6 
2 2 0.5 
2 2 0.45 
2 2 0.4 
2 2 0.25 
2 2 0.25 
2 2 0.25 
2 2 0.3 
2 2 0.25 
2 2 0.3 
2 2 0.25 
2 2 0.25 
2 2 0.15 
2 2 0.15 
2 2 0.1 
2 2 0.2 
2 2 0.2 
2 2 0.35 
2 2 0.45 
2 2 0.5 
2 2 0.65 
2 2 0.7 
2 2 0.6 
2 2 0.55 
2 2 0.4 
2 2 0.4 
2 2 0.3 
2 2 0.2 
2 2 0.2 
2 2 0.2 
2 2 0.2 
2 2 0.1 
2 2 0.1 
2 2 0.1 
2 2 0.1 
2 2 0.1 
2 2 0.15 
2 2 0.15 
2 2 0.2 
2 2 0.3 
2 2 0.35 
2 2 0.4 
2 2 0.5 
2 2 0.45 
2 2 0.4 
2 2 0.5 
2 2 0.6 
2 2 0.5 
2 2 0.6 
2 2 0.55 
2 2 0.5 
2 2 0.45 
2 2 0.2 
2 2 0.25 
2 2 0.3 
2 2 0.35 
2 2 0.45 
2 2 0.4 
2 2 0.3 
2 2 0.4 
2 2 0.3 
2 2 0.2 
2 2 0.4 
2 2 0.4 
2 2 0.4 
2 2 0.45 
2 2 0.45 
2 2 0.45 
2 2 0.55 
2 2 0.6 
2 2 0.45 
2 2 0.45 
2 2 0.45 
2 2 0.5 
2 2 0.4 
2 2 0.45 
2 2 0.4 
2 2 0.4 
2 2 0.25 
2 2 0.25 
2 2 0.35 
2 2 0.4 
2 2 0.45 
2 2 0.55 
2 2 0.55 
2 2 0.55 
2 2 0.55 
2 2 0.55 
2 2 0.55 
2 2 0.4 
2 2 0.3 
2 2 0.3 
2 2 0.25 
2 2 0.25 
2 2 0.25 
2 2 0.2 
2 2 0.25 
2 2 0.2 
2 2 0.15 
2 2 0.2 
2 2 0.2 
2 2 0.35 
2 2 0.35 
2 2 0.4 
2 0 0.5 
2 0 0.55 
2 0 0.5 
2 0 0.55 
2 0 0.55 
2 0 0.55 
2 0 0.5 
2 0 0.5 
2 0 0.45 
2 0 0.4 
2 0 0.25 
2 0 0.25 
2 0 0.3 
2 0 0.2 
2 0 0.25 
2 0 0.25 
2 0 0.3 
2 0 0.3 
2 0 0.25 
2 0 0.15 
2 0 0.05 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
2 0 0 
1 2 0 
1 2 0 
1 2 0 
1 2 0 
1 2 0 
1 2 0 
1 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0 
2 2 0.1 
2 2 0.35 
2 2 0.4 
2 2 0.5 
2 2 0.5 
2 2 0.4 
2 2 0.2 
2 2 0.15 
2 2 0.1 
2 2 0.25 
2 2 0.25 
2 2 0.4 
2 2 0.45 
2 2 0.6 
2 2 0.65 
2 2 0.55 
2 2 0.55 
2 2 0.45 
2 2 0.5 
2 2 0.35 
2 2 0.25 
2 2 0.35 
2 2 0.25 
2 2 0.3 
2 2 0.35 
2 2 0.25 
2 2 0.25 
2 2 0.15 
2 2 0.1 
2 2 0.05 
2 2 0.1 
2 2 0.15 
2 2 0.3 
2 2 0.35 
2 2 0.5 
2 2 0.6 
2 2 0.7 
2 2 0.65 
2 2 0.55 
2 2 0.55 
2 2 0.4 
2 2 0.35 
2 2 0.2 
2 2 0.2 
2 2 0.2 
2 2 0.15 
2 2 0.15 
2 2 0.05 
2 2 0.1 
2 2 0.1 
2 2 0.1 
2 2 0.1 
2 2 0.2 
2 2 0.25 
2 2 0.3 
2 2 0.3 
2 2 0.35 
2 2 0.4 
2 2 0.5 
2 2 0.35 
2 2 0.4 
2 2 0.5 
2 2 0.5 
2 2 0.5 
2 2 0.6 
2 2 0.45 
2 2 0.55 
2 2 0.5 
2 2 0.35 
2 2 0.25 
2 2 0.4 
2 2 0.35 
2 2 0.4 
2 2 0.35 
2 2 0.35 
2 2 0.3 
2 2 0.3 
2 2 0.35 
2 2 0.4 
2 2 0.4 
2 2 0.4 
2 2 0.4 
2 2 0.55 
2 2 0.55 
2 2 0.6 
2 2 0.45 
2 2 0.4 
2 2 0.45 
2 2 0.4 
2 2 0.4 
2 2 0.4 
2 2 0.4 
2 2 0.45 
2 2 0.35 
2 2 0.25 
2 2 0.25 
2 2 0.3 
2 2 0.35 
2 2 0.55 
2 2 0.6 
2 2 0.55 
2 2 0.6 
2 2 0.6 
2 2 0.55 
2 2 0.4 
2 2 0.3 
2 2 0.3 
2 2 0.25 
2 2 0.2 
2 2 0.25 
2 2 0.25 
2 2 0.25 
2 2 0.3 
2 2 0.15 
2 2 0.2 
2 2 0.25 
2 2 0.3 
2 2 0.35 
2 2 0.4 
2 0 0.45 
2 0 0.4 
2 0 0.5 
2 0 0.6 
2 0 0.55 
2 0 0.6 
2 0 0.5 
2 0 0.6 
2 0 0.5 
2 0 0.4 
2 0 0.25 
2 0 0.25 
2 0 0.3 
2 0 0.3 
2 0 0.35 
2 0 0.3 
2 0 0.35 
2 0 0.35 
2 0 0.35 
